logFC	AveExpr	t	P.Value	adj.P.Val	B
RPL13AP5///RPL13AP6///SNORD32A///SNORD33///SNORD34///SNORD35A///RPL13A	-1.18256849065741	12.3868683038457	-7.32394397045914	3.04141231550005e-08	8.85681617860186e-07	8.89150380265274
SLC2A14///SLC2A3	1.61778056150198	8.61543388985582	7.31717810769806	3.09807915369316e-08	8.96302169758165e-07	8.87325411090578
CHRM3-AS2	-1.65547367642364	5.14906568482596	-7.31136088167079	3.14765702671415e-08	9.07097524971259e-07	8.85755915300167
LGALS1	1.16045965077778	11.3913018128704	7.30648362704907	3.18984409049482e-08	9.15687456249419e-07	8.84439737541917
SH3GLB1	1.01240524681313	8.98810424112458	7.29599792665551	3.2824966275831e-08	9.36228793908341e-07	8.81609176084697
DPY19L3	2.00061789556431	6.93188052818729	7.29293404328506	3.3100816184332e-08	9.42884609923399e-07	8.80781868317126
ELL2	1.07045568726191	5.08543345784921	7.28909313145631	3.34499502061516e-08	9.50389750415497e-07	8.79744602393195
BEX2	-1.29239972193839	6.14038674871025	-7.2775283919937	3.45239050724443e-08	9.7964891759276e-07	8.76620485776535
C8orf88	1.28577186992178	5.02218672659183	7.27281812068248	3.49712908487439e-08	9.88551520934556e-07	8.75347626916134
PIK3CB	1.06758061123743	6.95049605288139	7.26409883471552	3.58150432434085e-08	1.00969715194351e-06	8.72990771819509
BCAT1	1.21899395633664	4.82968239091446	7.26368242078878	3.58558519933071e-08	1.00969715194351e-06	8.7287819289278
CEBPD	1.11727695245238	7.90588553039286	7.25945178510416	3.62731406391045e-08	1.01844158565001e-06	8.71734319206689
ITM2A	-1.5491714697904	8.60758951457383	-7.25491485231897	3.67261193440081e-08	1.02768296121506e-06	8.70507413248405
SH2D1B	-1.31161927881283	5.07902046081173	-7.24863629877448	3.73624710647236e-08	1.04024245034657e-06	8.68809158918189
LTF	3.76553245362542	8.32271416424972	7.23803881190936	3.84620492308468e-08	1.06951487773495e-06	8.65941730087718
ARG1	1.50391160656207	4.15559527330783	7.23369172969961	3.89225402306381e-08	1.07763695133519e-06	8.6476516176944
GNLY	-2.86630171816666	10.1464661464444	-7.23160080939519	3.9146022103149e-08	1.08175620232737e-06	8.64199166928282
HSH2D	-1.33660326522619	6.3640930115	-7.23010776422504	3.93063981871868e-08	1.08483703454437e-06	8.63794983114432
CIB1	-1.06414124078951	8.78903701947222	-7.21524805230305	4.09393562582147e-08	1.12431227149726e-06	8.5977098828269
CPD	1.01735415606114	6.56690932652201	7.20646692149752	4.19365151677504e-08	1.14320795033462e-06	8.57391953517542
PLA2G4A	1.55680204726918	4.60740821463536	7.20120357157648	4.25459808108171e-08	1.15839915851783e-06	8.55965580974166
ACSL3	1.29444078105159	6.48364465265608	7.19995632020922	4.26917175587833e-08	1.16094266253603e-06	8.55627531377258
TBC1D8	1.1324324502381	5.70902415756349	7.19345828831236	4.34592216754109e-08	1.17892436305302e-06	8.53866064643925
PPP1R3D	1.13966564678597	7.52019724246147	7.1904811232361	4.3815525745937e-08	1.18404735456665e-06	8.53058873531713
MAP2K6	1.71869674612764	5.36521571419533	7.18841836180796	4.40641314513102e-08	1.18807178238709e-06	8.5249954702215
HLA-DPB1	-1.3212960063492	7.88756743278042	-7.18565647555254	4.43992383903553e-08	1.19565424742959e-06	8.51750579019325
BCL6	1.22534848266468	9.97805051222354	7.18275528834917	4.47540317250025e-08	1.20374783512461e-06	8.50963748138474
OLMALINC///PP7080	-1.37112560117815	5.56292743721136	-7.16873743193748	4.65092594508872e-08	1.2464256850425e-06	8.47160708734525
CEACAM8	4.00741916659822	6.11837245100992	7.16161493042115	4.74276864807807e-08	1.26950586611402e-06	8.45227580607333
MIR29C///MIR29B2	-1.0726070883201	7.60073016089197	-7.13499902267068	5.10256268502718e-08	1.35275825544508e-06	8.37998996854315
TRIQK	1.01708767971693	4.82916659279453	7.1323127555284	5.14038041654265e-08	1.3595356548639e-06	8.37269024309272
SGTB	1.1834434272531	5.88587820474244	7.11464625740844	5.39627589880739e-08	1.42382119137379e-06	8.32466414823737
PFKFB2	1.74780438925097	5.03945552650465	7.10939853055196	5.47474906844052e-08	1.43429376421128e-06	8.31039203764386
ST6GALNAC3	2.16489831669919	4.80417966917144	7.10401355965483	5.55647788760945e-08	1.44716249208983e-06	8.29574370222051
DYX1C1-CCPG1///CCPG1	1.76631346998611	7.14028263075529	7.10205624912716	5.58649002365886e-08	1.45327331330586e-06	8.29041863281888
NSUN7	1.29536471149351	3.99807615130063	7.08494440386255	5.8559736407055e-08	1.51273638052683e-06	8.24384722626657
OSCAR	1.44198176711508	7.13890196683201	7.06951336674349	6.11027836306196e-08	1.56509705590571e-06	8.20182449251912
RPS25	-1.05171548986111	11.4072878366296	-7.0591871140206	6.28668224946649e-08	1.60715989764587e-06	8.17368982255244
POC1B-GALNT4///GALNT4	1.06567915387037	4.97879970417901	7.05065131008785	6.4363924227931e-08	1.6397651878505e-06	8.15042517300142
CAPZA2	1.06214627037091	6.91449458138885	7.03428237825817	6.73367801470431e-08	1.70182591282789e-06	8.10579038177689
CEACAM1	1.60572619549447	6.6444410811148	7.02659638809762	6.87803311404291e-08	1.73238995233385e-06	8.08482289629212
ATP6V1C1	1.39313091063294	6.27407598160979	7.02092026062685	6.9866501526916e-08	1.75775245905019e-06	8.06933452887452
CHI3L1	-2.0536461476131	6.87597673107936	-7.02016486593544	7.00123570661896e-08	1.75942718380379e-06	8.06727305032181
SGK1	-1.80435035074471	8.56354020247002	-7.00418714221777	7.31707719952925e-08	1.82844530470219e-06	8.02365632089644
ARL4C	-1.4221070619127	7.637999672291	-7.00293873117185	7.34235543335526e-08	1.82935116542475e-06	8.02024727645834
RORA	-1.08292059011905	5.16451976815079	-6.99296834412011	7.54744157102988e-08	1.86500811203957e-06	7.99301550559661
SLC25A40	1.44033562658532	6.06957143933201	6.98325945596314	7.75272844500986e-08	1.90935676131819e-06	7.96648847253699
TSHZ1	-1.18388594617786	6.30546458626937	-6.98183067704491	7.78341291415801e-08	1.91478860936991e-06	7.96258391478938
CD58	1.20068692562037	6.12935937589462	6.98032748223894	7.81582840662794e-08	1.92063380224888e-06	7.95847577595269
GGH	1.69133038942824	4.78072478427403	6.97803076328938	7.86562017476197e-08	1.92441256119929e-06	7.95219855344025
ISCA1	1.25551375472354	7.57446936657319	6.9780181083271	7.86589541688939e-08	1.92441256119929e-06	7.95216396438974
STRBP	-1.01588602005357	5.09723734875397	-6.96567938270143	8.13895799162754e-08	1.98220327558523e-06	7.91843175560615
NHP2	-1.07798006189935	8.80041370952165	-6.96533236362778	8.14677506684873e-08	1.98220327558523e-06	7.9174828414308
CTSW	-1.69169847914087	9.34122130707804	-6.96253031082057	8.21017447959538e-08	1.99107947215543e-06	7.90982027144898
GIMAP1	-1.14833560064814	7.88018939104056	-6.96052906438714	8.2557606305049e-08	1.9999489999007e-06	7.90434713687234
FUNDC1	-1.26608432927844	5.27605804173325	-6.95570958399692	8.36659840652296e-08	2.01798715913853e-06	7.89116490844258
KLRB1	-2.06212949256217	8.63724843692769	-6.95514206071771	8.37974907717262e-08	2.0189645170734e-06	7.8896124708301
PSME1	-1.03770606494444	11.1856171968796	-6.95092081882478	8.47822337625548e-08	2.03826410313228e-06	7.8780644415796
MAP3K4	-1.00781310994312	7.18982165016843	-6.94707897735912	8.56886586791519e-08	2.05116648984939e-06	7.86755282374342
LINC00926	-1.09183709941071	7.12452346684524	-6.94155464910798	8.70092810140609e-08	2.08003316085689e-06	7.85243525190747
ASPH	1.54599663740354	4.38862007348097	6.93625876308573	8.82946522164449e-08	2.10446652275286e-06	7.83794003563464
FBXO30	1.29255011551653	5.21811270668607	6.9339371614033	8.88641804264876e-08	2.11576841594824e-06	7.83158478837475
CD3D	-2.04789754761309	9.73896745850397	-6.932165356394	8.93013372033699e-08	2.12389782694831e-06	7.82673422534701
SNORD14D///SNORD14C///HSPA8	-1.25919795352381	10.8432690184921	-6.92634568867652	9.0752612347718e-08	2.14920007256762e-06	7.81079993524195
TKTL1	-1.00815447440278	5.29628116362963	-6.92505878211775	9.10767465163663e-08	2.15228222065833e-06	7.8072759340132
CECR1	-1.70905179233333	9.47427147841667	-6.92342309431834	9.14904218076017e-08	2.15975793607519e-06	7.80279661661001
TMEM33	1.04799167404961	7.17933201596296	6.91956634565135	9.24733684219725e-08	2.17601701514694e-06	7.7922339204076
ZNF438	1.10799392261198	6.00618967372449	6.90753470297626	9.56090929690779e-08	2.23793857909688e-06	7.7592729771464
RPS23	-1.15911325087103	9.63867423561243	-6.90542951319025	9.61687267051749e-08	2.24866601221057e-06	7.75350433569804
LOC441081	1.6869656930184	5.56173309382107	6.89905065027866	9.78847973324553e-08	2.28084576208454e-06	7.73602238359506
IL32	-2.27782415685185	9.18029503568827	-6.89890682507605	9.79238453826077e-08	2.28084576208454e-06	7.73562817047938
PGLYRP1	1.89161275653048	8.58658115692412	6.89878804058509	9.79561068619453e-08	2.28084576208454e-06	7.73530259041599
F8	1.10906669870238	5.80830502623016	6.89612604621332	9.86819267757032e-08	2.29293398445325e-06	7.72800589475357
LOC100134822	1.78588649440663	6.41269796822218	6.8937069321834	9.93462469066894e-08	2.30350361518266e-06	7.72137436307867
SIAH2	1.42906828837897	8.15189528358862	6.88645666972949	1.01364523039021e-07	2.33569965341212e-06	7.70149583662763
RUNX3	-1.26360923890542	7.50102847331526	-6.88452718957868	1.01908601141538e-07	2.34336980241526e-06	7.69620481051024
POR	1.06455968897222	7.09465818690741	6.86899007257377	1.06399004171983e-07	2.43401433255288e-06	7.65358602614796
PPFIBP2	-1.06267762590542	5.97414086777954	-6.86480571380904	1.07642231531444e-07	2.44982678736691e-06	7.64210430582046
EOMES	-1.9666164601455	7.12205979175838	-6.86260350664176	1.0830243450696e-07	2.46232686650557e-06	7.6360608715992
LY6E	-1.12955964345834	7.89711518390079	-6.86196089451705	1.08495855977718e-07	2.46419963576822e-06	7.634297289378
LOC101060835///HLA-DQB1	-1.42458103520371	7.51161562373765	-6.85483632017702	1.10663885257909e-07	2.50319226694496e-06	7.61474203703932
GMFB	1.44450286985317	6.91189460010582	6.84933247048907	1.12368721929629e-07	2.53143344123702e-06	7.59963202937425
NRN1	1.17539589392569	4.08687763507732	6.84431591364661	1.13945780338317e-07	2.5607282964082e-06	7.58585734600125
SLC51A	1.9262953988838	4.6494905667946	6.84409638846014	1.14015302246566e-07	2.5607282964082e-06	7.58525451041839
CMTM4	1.024672710352	5.40441135665503	6.84259134014844	1.14493097415561e-07	2.56885928377281e-06	7.58112139363266
FLVCR1	-1.14260059091811	5.49966380242809	-6.83823634589067	1.15887094389889e-07	2.59488862211064e-06	7.56916065572557
LINC00954	-1.16780459043829	6.16074732096283	-6.83422103151408	1.17187588003246e-07	2.61345987717791e-06	7.55813126617557
ATP9A	1.39609712636045	5.83467759953219	6.8328232761114	1.1764375713578e-07	2.61837008108621e-06	7.55429151721128
FEM1C	1.48172108837314	6.29134738222094	6.8240925966674	1.20534064532718e-07	2.66134417112538e-06	7.53030352703809
BLNK	-1.75498688307876	6.27526100306838	-6.79813524676076	1.29559151020397e-07	2.82408404827369e-06	7.45894290067053
RAB31	1.09880186181945	10.4598875175648	6.79686361136491	1.30018467019466e-07	2.83131480192537e-06	7.45544539946506
MIF	-1.08350063511111	9.69395000212963	-6.77923781750422	1.3655738004147e-07	2.95341935976629e-06	7.40695233691536
LYSMD2	-1.56052124657341	9.42022689443386	-6.75994494737763	1.4409721287915e-07	3.10301178827885e-06	7.35384053623124
ORM2///ORM1	1.60192299275595	5.57264378382143	6.75427249434334	1.46393230099938e-07	3.14573744807482e-06	7.33821835138794
IL1R1	1.07634696255446	4.81700967038216	6.74753103935339	1.49170154752001e-07	3.18890725813768e-06	7.31964835323355
SLC22A15	1.2582022391369	6.55860189798809	6.74383209320523	1.5071640674388e-07	3.21267729649058e-06	7.30945752491044
GPR141	1.15159496914062	4.37097120706631	6.73759181224232	1.53361861467889e-07	3.26279933458529e-06	7.29226240735356
GZMB	-2.18772900421826	9.40888864408201	-6.73666292428783	1.53759645554011e-07	3.26645706382941e-06	7.28970255812377
CCR3	-2.68976365799603	6.58373598701323	-6.72107849584976	1.60591389738649e-07	3.36498861029332e-06	7.24674330284474
BTN3A1	-1.15900419946561	8.08635921121517	-6.71939915446502	1.61345662817056e-07	3.37442060123514e-06	7.24211283930457
FHL2	1.0904854995701	5.40108720162258	6.7186147389638	1.61699208972083e-07	3.37863036449202e-06	7.23994987845169
CENPW	1.29177101568832	4.95524320698953	6.71088648738625	1.65224620051384e-07	3.42648067190674e-06	7.21863698486799
PRDM5	1.23647064675255	3.88137315615042	6.70569565042501	1.67636103320197e-07	3.46677085990231e-06	7.20431881975375
C1QC	1.36655332667063	5.11519779514021	6.70487044566361	1.68022732661684e-07	3.46830180257001e-06	7.20204239681649
GSPT2	-1.3917569647506	5.2678126449535	-6.67489026823328	1.82698408472502e-07	3.72960228519303e-06	7.11929864361228
SERINC5	-1.05536987709626	8.33783480791699	-6.66748400876178	1.86519502650946e-07	3.79364597967415e-06	7.0988458500091
RASGRP1	-2.12377058077778	8.19524568481614	-6.6544382192402	1.93447927525938e-07	3.92019133497769e-06	7.06280782684217
MYC	-1.43004631300264	7.6757149103351	-6.64336408113409	1.99533231093452e-07	4.01782431757142e-06	7.0322050427654
LOC102724229///RASA4B///RASA4	-1.96491510145421	5.94675996533059	-6.63724494752595	2.02978421653765e-07	4.072415168623e-06	7.01529072113725
DUSP13	1.13522285601227	5.64615595226299	6.6358963689075	2.03745753525683e-07	4.084117679074e-06	7.01156259933646
KLHL2	2.10162130304366	8.80068252435979	6.63135455079691	2.06351663375917e-07	4.13262040641841e-06	6.99900570459658
CCDC92	-1.11024376868326	7.40716169544685	-6.62740395419383	2.0864575673097e-07	4.16526212911353e-06	6.98808197670192
FKBP5	1.67211444099695	7.67461185615283	6.62680853144073	2.08993745992147e-07	4.16673065908872e-06	6.9864354705453
TRDV3	-1.43105605882466	5.15783934185011	-6.60791894130403	2.20343687323798e-07	4.35002350686395e-06	6.93418534425492
CCPG1	1.93301535028499	7.35532888752826	6.58720663850569	2.33506987144258e-07	4.57327453197801e-06	6.87685970915124
SNORD87///SNHG6	-1.01333094371032	9.65443183001323	-6.58575194726766	2.34460842386089e-07	4.58790660718458e-06	6.8728322312493
RPL23A	-1.10962614461111	12.5436053944074	-6.58415069852183	2.3551535292206e-07	4.60173770785626e-06	6.86839879362809
SATB1	-1.03317702516847	7.68424880292184	-6.55835508906616	2.53179653473996e-07	4.90659957256591e-06	6.79694900788936
ENTPD1	1.00699980725643	6.89495479121429	6.54538378355468	2.62562405708316e-07	5.05313077421295e-06	6.76100041577561
GIMAP4	-1.50508621361111	9.71395727749074	-6.54350058803557	2.6395353259519e-07	5.06819052981108e-06	6.7557802307768
EXOC6	1.05802422838162	5.49308687932496	6.53767480616466	2.68304428232922e-07	5.13247867455908e-06	6.73962949285759
VPREB3	-1.534329789666	6.36160470310273	-6.53285429958316	2.71959318080778e-07	5.19489261920662e-06	6.72626364632352
CACNA2D3	-1.33229082397222	6.02559483317196	-6.52996301384996	2.74175584091292e-07	5.23126071451915e-06	6.71824608663691
SEC24A	1.24309890053571	5.24945696378571	6.51966842671516	2.82216015644944e-07	5.37081765622753e-06	6.68969380440796
FAR1	1.38917057458598	6.53781796232363	6.51794999913055	2.83581196300407e-07	5.38755714546749e-06	6.68492690050757
ACSL1	1.27282129386111	10.6069192975926	6.49920247841573	2.98915695090009e-07	5.6402544847341e-06	6.63290659172287
OAT	1.07614205117791	8.4333485581433	6.48925982304628	3.07385654227845e-07	5.74148793545108e-06	6.60530691999912
ZNF121	-1.17466245481217	7.13027799279277	-6.48260805143912	3.131871911012e-07	5.8351165159829e-06	6.58683815946018
MGAM	1.42824958217461	9.3212441163836	6.48098340440949	3.14620909825141e-07	5.85691106461399e-06	6.58232678846383
NLRC3	-2.13870831572619	7.74613160538095	-6.47698901172964	3.1817414584199e-07	5.89831603695385e-06	6.57123418432742
CSGALNACT2	1.64556439750595	7.40521225169048	6.46533577860257	3.28773798661669e-07	6.05440430871917e-06	6.53886577578338
APRT	-1.02587863037765	8.06945521963272	-6.46533253298863	3.28776800000297e-07	6.05440430871917e-06	6.53885675923847
SPTLC2	1.00702388468056	6.26931105343519	6.44386699597174	3.49244931193238e-07	6.36268064300325e-06	6.47920682903243
JAK2	1.28919216244577	5.95894782616314	6.44318384695979	3.49917067633434e-07	6.36969625167014e-06	6.4773078868958
FAM47E-STBD1///FAM47E///STBD1	1.38086523883532	5.31703700579233	6.42881887548536	3.64357126952285e-07	6.6108623442937e-06	6.43736979833551
CRISP3	3.19017765420833	4.38280725775	6.41931721194679	3.7423781088588e-07	6.76248943286456e-06	6.41094461457286
CKLF	1.1055335700873	9.17068242052513	6.41754632409702	3.76109048550094e-07	6.78281589006442e-06	6.40601885558164
PRF1	-1.82384345255754	8.92629514077249	-6.41543088994168	3.78356749346723e-07	6.80919405353105e-06	6.40013443770205
AIM2	1.84073718397289	8.06907475590697	6.41442282450206	3.79432612210419e-07	6.8174977044123e-06	6.39733022925554
PPP1R12A	1.18733696013558	8.26807276363183	6.41288240146007	3.81082608304816e-07	6.83607362836206e-06	6.39304498191865
GZMM	-1.32464459991782	6.19173488124031	-6.40769795531044	3.86689264105636e-07	6.93104585662686e-06	6.37862130574163
FECH	1.24988325733333	6.09148178225397	6.39645369640532	3.99137245166978e-07	7.1311235670332e-06	6.34733198730865
HPGD	2.4290451833602	5.14093871618963	6.39580799295734	3.99864239314554e-07	7.13347337477408e-06	6.34553491975256
TMEM260	1.16806327366799	6.91768159588007	6.37612391170009	4.22680092578733e-07	7.4974190682031e-06	6.29073771937042
PRKRA	-1.06220559731674	6.00760876840236	-6.37070836957578	4.29184823251215e-07	7.59227196821217e-06	6.27565699038678
APOL3	-1.23068407878968	7.1724670044709	-6.36645345649888	4.3436633651596e-07	7.66793079338835e-06	6.26380684982182
KLRC4-KLRK1///KLRK1	-1.62911513193248	7.30073106104229	-6.35828457860786	4.44491901543957e-07	7.81559056676736e-06	6.2410526166396
GIMAP6	-1.40878092753836	8.26871498836817	-6.35603951209057	4.47316251045902e-07	7.85151405444965e-06	6.2347982271051
LOC728392	-1.43204853306277	8.42078148723304	-6.355817561814	4.47596452405534e-07	7.85151405444965e-06	6.23417989099622
IKZF3	-1.05093315408598	5.5465172411552	-6.3477718396097	4.57874336064977e-07	8.00648661724337e-06	6.21176286122111
RARRES3	-1.68234923569444	8.78001384600265	-6.33745962370618	4.71396772957563e-07	8.17849444247719e-06	6.18302446992923
ARHGAP18	1.05015149721495	5.4760965021067	6.33701194398075	4.71992864382704e-07	8.18175470240081e-06	6.18177669957597
LOC101930404///SNORD116-28///SNORD115-26///SNORD115-13///SNORD115-7///SNORD116-22///SNORD116-4///PWARSN///SNORD107///IPW	-1.55745773989219	5.90813900166623	-6.33272980810734	4.77733177747315e-07	8.26258707265232e-06	6.16984087226178
PPP4R2	1.48817146496759	6.25882722717769	6.33215443865562	4.78509827993006e-07	8.26957405230904e-06	6.1682370200029
PGM2	1.34807428464438	7.38335520084025	6.31639223628726	5.00289148517062e-07	8.61242529526269e-06	6.12429099341913
KCNE1	1.57369786456987	4.29738387074707	6.30662922311357	5.14278273893188e-07	8.81222772022381e-06	6.09706281650549
BANK1	-1.16704725030556	6.78976410458201	-6.30036010371156	5.23468622954426e-07	8.92833877275843e-06	6.07957549462173
BAZ1A	1.32326986475	9.10169641305555	6.29992141068848	5.24117906398826e-07	8.9325471144316e-06	6.07835169123265
ALDH1A1	-1.18742358839658	5.26184063343262	-6.28723861758072	5.43244552384232e-07	9.17397002846736e-06	6.04296562809578
LOC100130872///SPON2	-1.40527421405754	7.77287903134392	-6.27492803172788	5.6248358367422e-07	9.46724813840061e-06	6.0086081298257
HGF	1.63855496326786	4.40440869953571	6.27145689605916	5.68031541428162e-07	9.54173955380205e-06	5.99891881885383
C1QB	1.69753235184061	4.83152026030071	6.26611814426867	5.76672514243551e-07	9.65763252155803e-06	5.98401476021458
TCN1	3.08643149689617	7.35749855164462	6.2605984582582	5.85745839102246e-07	9.76536451516066e-06	5.96860369810398
BTN3A3	-1.73496055132906	6.88578500439031	-6.26031875617349	5.86209432664413e-07	9.76575623935684e-06	5.96782271380632
ELANE	2.33326695926257	5.70586219919665	6.25168064662115	6.00710453173797e-07	9.96245512401087e-06	5.94370096623159
FCER1A	-1.77988280130293	5.4044744599938	-6.21586710063928	6.64796528197021e-07	1.09191968620961e-05	5.84364321729306
GAPDHP62///ANKRD46	-1.22035411695743	7.50372504595178	-6.2080820230862	6.7961614333782e-07	1.11214470653881e-05	5.82188257218416
SAMD3	-1.04827677582672	5.18141701846781	-6.20196778406449	6.91488453427002e-07	1.12824476334891e-05	5.80478967968217
PECR	1.01426870910444	6.40983956496212	6.18258144540602	7.30533021795335e-07	1.17929680535123e-05	5.75057891673296
PROS1	1.69628212496043	4.67094901505812	6.16807699882586	7.61193159992764e-07	1.22486412039445e-05	5.71000532152751
ADM	1.29114559573214	8.5759507835119	6.16577843960842	7.66169709637996e-07	1.23019579282685e-05	5.70357440845207
IL18R1	2.82554438447884	6.2122536365776	6.15847312820555	7.82205140411433e-07	1.25006144037139e-05	5.68313360690302
PROK2	1.09883960394444	11.2092485894259	6.14563989344763	8.11198475263912e-07	1.2894336795205e-05	5.64721800676208
RBX1	1.07372265565675	8.99128605722884	6.14281092307282	8.17734186191675e-07	1.2979629178536e-05	5.63929950454014
PGS1	1.1576523758554	7.89945240954084	6.1349834698493	8.36095799316725e-07	1.32143630960385e-05	5.61738757018386
SLAMF6	-1.02176307482061	7.4373158790022	-6.12148988735726	8.6873040294808e-07	1.36041832331813e-05	5.57960618980417
BTN3A2///BTN3A3	-1.9287106755	10.3299641221389	-6.11928189499975	8.74191452192473e-07	1.36607805099655e-05	5.5734229801071
CRTAM	-1.29995090425967	5.91230728962285	-6.11503463809392	8.84793734625026e-07	1.37802728887101e-05	5.56152832680848
CD96	-1.18939992874224	5.02986465243927	-6.11453847646828	8.86040711372961e-07	1.37876882085316e-05	5.5601387386728
RRM2	1.93233528244089	5.20516002346269	6.11090193881177	8.95234464961897e-07	1.39112414408295e-05	5.5499535731877
NRROS	-1.08151057164153	7.46296078858642	-6.10161465427234	9.19152996687306e-07	1.42033460978352e-05	5.52393869242974
DOCK10	-1.17850513953164	5.51035603364818	-6.09217363969327	9.44127849260095e-07	1.45185010222325e-05	5.4974885547953
ITGA7	1.48337021205525	4.75657828609412	6.07674952093447	9.8641037204285e-07	1.50269757178166e-05	5.45426611851062
CCNA1	1.87493425722487	4.06559164867549	6.05683100395341	1.043850057438e-06	1.57678916096318e-05	5.39843136521026
KIAA0101	1.33332679577116	5.35753014534303	6.04862456695597	1.06848482425951e-06	1.61071183765751e-05	5.37542169511249
GIMAP7	-1.31944879415729	9.13261946011424	-6.03837590295154	1.10007439822822e-06	1.65271840871254e-05	5.3466813040224
SULF2	-1.65147057846957	6.83930545670194	-6.01636810206931	1.17112589099485e-06	1.7406084073125e-05	5.28494773108591
PDGFC	1.58426630421723	4.5465896187692	6.00287408168538	1.21695905165602e-06	1.795500090176e-05	5.24708478128562
VSTM1	1.7223154220904	6.18372478770163	6.00206207172654	1.21977402600413e-06	1.79726332251205e-05	5.24480609167901
ERLIN1	1.0711333282093	6.21902443498313	5.99666614874939	1.23864725099647e-06	1.81422986796117e-05	5.22966311192508
LOC100272216	-1.12839929478968	7.8401310498836	-5.98742087644201	1.27167051036673e-06	1.85159899114422e-05	5.20371437308561
CCL5	-1.66721934058333	10.5254535359444	-5.98451912097302	1.28221703664266e-06	1.86450825970515e-05	5.19556922053213
FAR2	1.42827951016223	5.55264390625754	5.97717171812059	1.30931698385722e-06	1.89522138759242e-05	5.17494359134172
FCRL3	-1.29140705180483	6.2307487118005	-5.9703302819257	1.33506908673947e-06	1.9287228538248e-05	5.15573619300273
BEX4	-1.17920615129635	5.65626986777891	-5.95441016539195	1.3969863951231e-06	2.00258376091897e-05	5.11103253688037
C14orf2	1.17358086861364	8.85931135825758	5.95292760725748	1.4028975837987e-06	2.00840628287053e-05	5.10686897070338
CARD8-AS1	1.03051801653448	7.36951334677319	5.95181347300745	1.40735637613198e-06	2.01230884961308e-05	5.10374001317607
LOC106146153	1.3902068953287	10.8771624175401	5.95179328895569	1.40743728463249e-06	2.01230884961308e-05	5.10368332739187
FAM126B	1.10096094000728	6.67166585561023	5.94978540383577	1.41550941229502e-06	2.0212454220609e-05	5.09804420904386
AGTPBP1	1.29824649446717	7.33821531941474	5.94148165415895	1.44939022074243e-06	2.0603439460778e-05	5.07472146516786
CSGALNACT1	1.19693177595833	6.77321397927381	5.93538966927593	1.47476474203404e-06	2.08972092118361e-05	5.05760910604791
MCTP1	1.52296323116035	6.60572238905976	5.93406349073303	1.48034758419348e-06	2.09629310103723e-05	5.05388367633679
CORO2A	1.07835041101058	5.26451024717681	5.92449124508186	1.52128004369127e-06	2.14275681496343e-05	5.02699173884909
OLFM4	4.29161755919246	4.68626760854233	5.9217131827921	1.53337140893992e-06	2.15624281143073e-05	5.01918646223759
TGFBI	-1.74439394298214	9.45417136024206	-5.90707558121867	1.59869674146881e-06	2.23817543805633e-05	4.9780554888695
FOLR3	2.15945936235913	7.75924568443915	5.90426569574794	1.61155368576187e-06	2.24908026962615e-05	4.97015889456525
RUNX1-IT1	-1.08895847376719	7.58146734501146	-5.90157677997978	1.62395454321039e-06	2.26211872654354e-05	4.96260197814423
SYTL2	-1.15498926236905	5.7317610486746	-5.89938571247123	1.63413037623555e-06	2.27387251378436e-05	4.95644400920648
LRRN1	1.9045810757381	3.49678231814286	5.89931884368655	1.63444193757821e-06	2.27387251378436e-05	4.95625607243325
ND2	-1.04270543497222	11.7489475551481	-5.88675896555262	1.69403498352534e-06	2.34609626239751e-05	4.92095317910622
GPAT3	1.30324998683135	8.40217300265212	5.8844170152453	1.70538638566008e-06	2.35707725477688e-05	4.91436985517322
C1GALT1C1	1.13440050346032	5.86812083785979	5.88430456843888	1.70593333536353e-06	2.35707725477688e-05	4.91405375725929
MCUB	-1.08439256586279	8.07683970048092	-5.88399243934533	1.70745247980788e-06	2.35770818462582e-05	4.91317633235711
RPSAP19///RPSAP9///SNORA6///RPSAP58///SNORA62///RPSA	-1.18252627672223	12.7456785944815	-5.86868327863715	1.78365770212434e-06	2.44950169832948e-05	4.87013648034288
GALNT2	1.07152835211213	6.13516069039716	5.86864268737654	1.78386423817054e-06	2.44950169832948e-05	4.87002235177637
LOC100131541	-1.28505148819184	5.7028729635637	-5.8589909118836	1.83366367951877e-06	2.50548011382522e-05	4.84288325813341
CD8A	-2.00492827760967	8.12750869315789	-5.85765741952811	1.84065308368688e-06	2.51348258012381e-05	4.83913345709202
GPR160	1.88718250040873	7.68150476763227	5.85387573986051	1.86062060354439e-06	2.5376257647603e-05	4.8284989822746
HIST2H2BE	1.35619997898948	7.37137501726892	5.85202756480726	1.87045821341152e-06	2.54478649635817e-05	4.82330154429453
ECHDC3	1.18499533166204	6.83174348789198	5.84520188117783	1.90724612503232e-06	2.58374795570618e-05	4.80410535132525
PYHIN1	-1.26821084410125	5.93386801696757	-5.82723132902933	2.0076191925528e-06	2.69667493236965e-05	4.75355850970486
NDUFA4	1.27599932307937	9.32582050216931	5.81533319391108	2.07698201061974e-06	2.76972540959448e-05	4.72008618265786
GBE1	1.24512096521528	7.64242140824537	5.81200200850036	2.09683022399417e-06	2.78781681668249e-05	4.71071395771587
CEACAM6	1.88543088777537	5.69107465082508	5.81065891762052	2.10488661951197e-06	2.79517858090787e-05	4.70693510071081
CPPED1	-1.00237120325396	9.19871244663757	-5.80949555576562	2.11189008169264e-06	2.80112617529945e-05	4.70366187592037
